ARREST LOCATION,Formatted,lat,lon
LAS PLUMAS AV / RIPLEY DR,"Las Plumas Ave & Ripley Dr, San Jose, CA 95133, USA",37.3645672,-121.8621317
MABURY RD / N KING RD,"Mabury Rd & N King Rd, San Jose, CA 95133, USA",37.3668062,-121.8694729
LOCHRIDGE DR / SCHULTE DR,"Lochridge Dr & Schulte Dr, San Jose, CA 95133, USA",37.3614683,-121.8621512
W CAPITOL EX / SNELL AV,,,
MCKEE RD / N 33RD ST,"McKee Rd & N 33rd St, San Jose, CA 95133, USA",37.3560346,-121.8638467
KAMMERER AV / SINCLAIR DR,"Sinclair Dr & Kammerer Ave, San Jose, CA 95116, USA",37.351216,-121.8436636
MCKEE RD / CHECKERS DR APT ACCESS,"Checkers Dr & McKee Rd, San Jose, CA 95133, USA",37.360184,-121.8577785
1700 BLOCK COMMODORE DR,"1700 Commodore Dr, San Jose, CA 95133, USA",37.3708474,-121.8707671
2800 BLOCK PLUMAS DR,"2800 Plumas Dr, San Jose, CA 95121, USA",37.3096568,-121.8241338
MCKEE RD / N JACKSON AV,"N Jackson Ave & McKee Rd, San Jose, CA 95116, USA",37.365241,-121.850014
MADDEN AV / ALEXANDER AV,"Madden Ave & Alexander Ave, San Jose, CA 95116, USA",37.3643016,-121.8410494
DALE DR/JERILYN DR,"Jerilyn Dr & Dale Dr, Alum Rock, CA 95127, USA",37.362915,-121.8191437
300 BLOCK VIDA LEON CT,"300 Vida Leon Ct, San Jose, CA 95116, USA",37.3596751,-121.8534569
400 BLOCK E SAN SALVADOR ST,"400 E San Salvador St, San Jose, CA 95112, USA",37.3341125,-121.8773894
2100 BLOCK LUZ AV,"2100 Luz Ave, San Jose, CA 95116, USA",37.3583928,-121.8479029
S KING RD / CHAUCER DR,"Chaucer Dr & S King Rd, San Jose, CA 95116, USA",37.3424901,-121.8455674
S KING RD / VOLLMER WY,"Vollmer Way & S King Rd, San Jose, CA 95116, USA",37.3456394,-121.8486497
1000 BLOCK N 10TH ST,"1000 N 10th St, San Jose, CA 95112, USA",37.3600477,-121.8954726
S 2ND ST / E SAN FERNANDO ST,"E San Fernando St & S Second St, San Jose, CA 95113, USA",37.334844,-121.888116
STORY RD / LYNDALE AV,"Story Rd & Lyndale Ave, San Jose, CA 95127, USA",37.3542751,-121.8219684
MCKEE RD / FRANCIS DR,"Francis Dr & McKee Rd, San Jose, CA 95127, USA",37.3737725,-121.8375745
S SUNSET AV / STORY RD,"Story Rd & S Sunset Ave, San Jose, CA 95122, USA",37.3434721,-121.8379845
S JACKSON AV / STORY RD,"Story Rd & S Jackson Ave, San Jose, CA 95116, USA",37.3470805,-121.8327078
LAS PLUMAS AV / N KING RD,"Las Plumas Ave & N King Rd, San Jose, CA 95133, USA",37.3625114,-121.8651596
EDISON DR / ROUGH AND READY RD,"Rough and Ready Rd & Edison Dr, San Jose, CA 95127, USA",37.3725001,-121.8418433
PRESERVATION DR / E SAN ANTONIO ST,"E San Antonio St & Preservation Dr, San Jose, CA 95116, USA",37.3539861,-121.8440188
1900 BLOCK MCKEE RD,"1900 McKee Rd, San Jose, CA 95116, USA",37.3603389,-121.8568729
N KING RD / BERRYWOOD DR,"N King Rd & Berrywood Dr, San Jose, CA 95133, USA",37.3590342,-121.8617446
WESTERN MHP ACCESS / MONTEREY RD,"Monterey Rd, San Jose, CA, USA",37.2277997,-121.7537396
LENFEST RD / LAS PLUMAS AV,"Las Plumas Ave & Lenfest Rd, San Jose, CA 95133, USA",37.3609981,-121.8674229
LOCHRIDGE DR / N KING RD,"Lochridge Dr & N King Rd, San Jose, CA 95133, USA",37.3619593,-121.8646132
200 BLOCK N JACKSON AV,"200 N Jackson Ave, San Jose, CA 95116, USA",37.3632237,-121.8477942
1500 BLOCK ALUM ROCK AV,"1500 Alum Rock Ave, San Jose, CA 95116, USA",37.3502229,-121.8608088
1600 BLOCK ALUM ROCK AV,"1600 Alum Rock Ave, San Jose, CA 95116, USA",37.3510545,-121.8587739
MCKEE RD / N KING RD,"N King Rd & McKee Rd, San Jose, CA 95116, USA",37.3580194,-121.8607292
400 BLOCK TOYON AV,"400 Toyon Ave, San Jose, CA 95127, USA",37.3816772,-121.8267565
BRENNAN ST / JUNCTION AV,"Junction Ave & Brennan St, San Jose, CA 95131, USA",37.3885903,-121.9183376
VOLLMER WY / S KING RD,"Vollmer Way & S King Rd, San Jose, CA 95116, USA",37.3456394,-121.8486497
LAS PLUMAS AV / LENFEST RD,"Las Plumas Ave & Lenfest Rd, San Jose, CA 95133, USA",37.3609981,-121.8674229
500 BLOCK N MARBURG WY,"500 N Marburg Way, San Jose, CA 95133, USA",37.3574496,-121.8687263
1100 BLOCK SUNNY CT,"1100 Sunny Ct, San Jose, CA 95116, USA",37.3404151,-121.8612276
1300 BLOCK OAKLAND RD,"1300 Old Oakland Rd, San Jose, CA 95112, USA",37.3677486,-121.8922066
1500 BLOCK MT HAMILTON VIEW DR,"1500 Mt Hamilton View Dr, San Jose, CA 95116, USA",37.3525233,-121.8622835
200 BLOCK N 31ST ST,"200 N 31st St, San Jose, CA 95116, USA",37.3535264,-121.8639114
2000 BLOCK CINDERELLA LN,"2000 Cinderella Ln, San Jose, CA 95116, USA",37.3453906,-121.8397597
2000 BLOCK MONTEREY RD,"2000 Monterey Rd, San Jose, CA 95112, USA",37.30687959999999,-121.8635994
2000 BLOCK N 1ST ST,"2000 N First St, San Jose, CA 95131, USA",37.3739963,-121.9177597
2200 BLOCK PARAGON DR,"2200 Paragon Dr, San Jose, CA 95131, USA",37.3881619,-121.9077702
300 BLOCK E BROKAW RD,"300 E Brokaw Rd, San Jose, CA 95112, USA",37.3773355,-121.9130526
300 BLOCK S 34TH ST,"300 S 34th St, San Jose, CA 95116, USA",37.3449923,-121.8516457
400 BLOCK BLOSSOM HILL RD,"400 Blossom Hill Rd, San Jose, CA 95123, USA",37.2505372,-121.8287331
500 BLOCK AVALANI AV,"500 Avalani Ave, San Jose, CA 95133, USA",37.3626468,-121.8623107
6000 BLOCK SNELL AV,"6000 Snell Ave, San Jose, CA 95123, USA",37.238804,-121.8306514
ALUM ROCK AV / CHECKERS DR,"Checkers Dr & Alum Rock Ave, San Jose, CA 95116, USA",37.3555025,-121.8500824
ALUM ROCK AV / N SUNSET AV,"N Sunset Ave & Alum Rock Ave, San Jose, CA 95116, USA",37.3559162,-121.8492595
ALUM ROCK AV / N WHITE RD,"N White Rd & Alum Rock Ave, San Jose, CA 95127, USA",37.3658033,-121.8279902
BRANHAM LN / JOSEPH SPECIALE DR,"Joseph Speciale Dr & Branham Ln, San Jose, CA 95136, USA",37.2657482,-121.8633324
CAPE BUFFALO DR / CAPE CORAL DR,"Cape Buffalo Dr & Cape Coral Dr, San Jose, CA 95133, USA",37.3725486,-121.8703373
E BROKAW RD / RIDDER PARK DR,"Ridder Park Dr & E Brokaw Rd, San Jose, CA 95131, USA",37.3823467,-121.900652
EDUCATIONAL PARK DR / LAS PLUMAS AV,"Las Plumas Ave & Educational Park Dr, San Jose, CA 95133, USA",37.3668347,-121.8588112
FOXWORTHY AV / TUSCOLANA WY,"Tuscolana Way & Foxworthy Ave, San Jose, CA 95125, USA",37.2782132,-121.8768801
KNOX AV / STORY RD,"Story Rd & Knox Ave, San Jose, CA 95122, USA",37.3383372,-121.8455989
LAS PLUMAS AV / GIGUERE CT,"Las Plumas Ave & Giguere Ct, San Jose, CA 95133, USA",37.3661201,-121.8598675
LEEWARD DR / STORY RD,"Story Rd & Leeward Dr, San Jose, CA 95122, USA",37.348434,-121.8306668
MCKEE RD / CHECKERS DR,"Checkers Dr & McKee Rd, San Jose, CA 95133, USA",37.360184,-121.8577785
MCLAUGHLIN AV / GLENFINNAN DR,"McLaughlin Ave & Glenfinnan Dr, San Jose, CA 95122, USA",37.3221456,-121.8432341
MCLELLAN AV / WILLOW ST,,,
MONTEREY RD / VALLEYHAVEN WY,"Valleyhaven Way & Monterey Rd, San Jose, CA 95111, USA",37.2701523,-121.8255359
MOSSDALE WY / ELK LN,"Elk Ln & Mossdale Way, San Jose, CA 95133, USA",37.3785432,-121.8601057
N 13TH ST / E HEDDING ST,"N 13th St & E Hedding St, San Jose, CA 95112, USA",37.3592942,-121.8909701
N 15TH ST / CHARLES ST,"N 15th St & Charles St, San Jose, CA 95112, USA",37.3665848,-121.893841
N 1ST ST / METRO DR,"Metro Dr & N First St, San Jose, CA 95112, USA",37.3695915,-121.9153696
N 34TH ST / ALUM ROCK AV,"N 34th St & Alum Rock Ave, San Jose, CA 95116, USA",37.3520429,-121.857339
N 4TH ST / E TAYLOR ST,"E Taylor St & N 4th St, San Jose, CA 95112, USA",37.3505911,-121.897029
NB 87 FROM JULIAN RP / W JULIAN ST,"171 W Julian St, San Jose, CA 95110, USA",37.3396138,-121.8968755
OAKLAND RD / HORNING ST,"Horning St & Old Oakland Rd, San Jose, CA 95112, USA",37.3619423,-121.8914397
PARKMOOR AV / MERIDIAN AV,"Parkmoor Ave & Meridian Ave, San Jose, CA 95126, USA",37.3166923,-121.9144608
S 10TH ST / PARROTT ST,"S 10th St & Parrott St, San Jose, CA 95112, USA",37.3067516,-121.852876
S WINCHESTER BL / MAGLIOCCO DR,"S Winchester Blvd & Magliocco Dr, San Jose, CA 95128, USA",37.31312940000001,-121.9500112
SEVEN TREES BL / SANTA ROSA DR,"Santa Rosa Dr & Seven Trees Blvd, San Jose, CA 95111, USA",37.2788367,-121.8321949
SNELL AV / BLOSSOM HILL RD,"Blossom Hill Rd & Snell Ave, San Jose, CA 95123, USA",37.2513853,-121.8307584
ST ELIZABETH DR / FRUITDALE AV,"Fruitdale Ave & St Elizabeth Dr, San Jose, CA 95126, USA",37.3106578,-121.9157013
STORY RD / S WHITE RD,"Story Rd & S White Rd, San Jose, CA 95127, USA",37.3561872,-121.819104
STORY RD / TERILYN AV,"Story Rd & Terilyn Ave, San Jose, CA 95122, USA",37.3370517,-121.8464689
TURLEY DR/ MOSS DR,"Turley Dr & Moss Dr, San Jose, CA 95116, USA",37.3450881,-121.8423866
ALUM ROCK AV / S 33RD ST,"S 33rd St & Alum Rock Ave, San Jose, CA 95116, USA",37.3510979,-121.8590122
LOCHNER DR / S WHITE RD,"Lochner Dr & S White Rd, San Jose, CA 95127, USA",37.35330039999999,-121.8165631
STORY RD / SB 101 FROM STORY RP,"Story Rd, San Jose, CA, USA",37.3460141,-121.8342367
2700 BLOCK DUBLIN DR,"2700 Dublin Dr, San Jose, CA 95127, USA",37.3466358,-121.8237839
STORY RD / ADRIAN WY,"Adrian Way & Story Rd, San Jose, CA 95122, USA",37.3459711,-121.834042
PARK AV / SANDRINGHAM WY,"Sandringham Way & Park Ave, San Jose, CA 95126, USA",37.3322247,-121.9219754
1600 BLOCK TULLY RD,"1600 Tully Rd, San Jose, CA 95122, USA",37.320249,-121.8288715
1400 BLOCK PALMVIEW WY,"1400 Palmview Way, San Jose, CA 95122, USA",37.3386741,-121.836149
OCALA AV / S KING RD,"Ocala Ave & S King Rd, San Jose, CA 95122, USA",37.3310375,-121.8344692
N WHITE RD / MCKEE RD,"N White Rd & McKee Rd, San Jose, CA 95127, USA",37.3751153,-121.8356212
MARSH ST / S KING RD,"Marsh St & S King Rd, San Jose, CA 95122, USA",37.3380812,-121.8412611
2900 BLOCK SHERBROOKE WY,"2900 Sherbrooke Way, San Jose, CA 95127, USA",37.3514962,-121.8192871
STORY RD / MCCREERY AV,"McCreery Ave & Story Rd, San Jose, CA 95122, USA",37.3417327,-121.8403064
2000 BLOCK NOTTOWAY AV,"2000 Nottoway Ave, San Jose, CA 95116, USA",37.3460274,-121.838746
FOXDALE LP / E CAPITOL EX,,,
1300 BLOCK W SAN CARLOS ST,"1300 W San Carlos St, San Jose, CA 95126, USA",37.3228737,-121.9119314
800 BLOCK S WINCHESTER BL,"800 S Winchester Blvd, San Jose, CA 95128, USA",37.31312940000001,-121.9500112
3200 BLOCK RIDDLE RD,"3200 Riddle Rd, San Jose, CA 95117, USA",37.3151551,-121.9530658
S WHITE RD / CUNNINGHAM AV,"S White Rd & Cunningham Ave, San Jose, CA 95148, USA",37.3415002,-121.8060084
DRAKE ST / AUZERAIS AV,"Drake St & Auzerais Ave, San Jose, CA 95126, USA",37.3223589,-121.9008913
700 BLOCK S BAYWOOD AV,"700 S Baywood Ave, San Jose, CA 95128, USA",37.3141795,-121.945416
700 BLOCK TERESI CT,"700 Teresi Ct, San Jose, CA 95117, USA",37.3146024,-121.9536576
2800 BLOCK STEVENS CREEK BL,"2800 Stevens Creek Blvd, San Jose, CA 95128, USA",37.3232819,-121.9433854
500 BLOCK KUMQUAT DR,"500 Kumquat Dr, San Jose, CA 95117, USA",37.317,-121.9548621
1300 BLOCK E SAN CARLOS ST,"1300 E San Carlos St, San Jose, CA 95112, USA",37.3391695,-121.8708798
1600 BLOCK W SAN CARLOS ST,"1600 W San Carlos St, San Jose, CA 95128, USA",37.3233916,-121.9205252
900 BLOCK S CYPRESS AV,"900 Cypress Ave, San Jose, CA 95117, USA",37.3106514,-121.9594722
00 BLOCK N KEEBLE AV,"N Keeble Ave, San Jose, CA 95126, USA",37.3329489,-121.9099096
STOCKTON AV / MCKENDRIE ST,"McKendrie St & Stockton Ave, San Jose, CA 95110, USA",37.34551099999999,-121.9187388
HANCHETT AV / PARK AV,"Hanchett Ave & Park Ave, San Jose, CA 95126, USA",37.3285326,-121.9175079
500 BLOCK N 20TH ST,"500 N 20th St, San Jose, CA 95112, USA",37.3538444,-121.8780435
1900 BLOCK SENTER RD,"1900 Senter Rd, San Jose, CA 95112, USA",37.3146096,-121.8541346
TULLY RD / MCLAUGHLIN AV,"Tully Rd & McLaughlin Ave, San Jose, CA 95121, USA",37.3150643,-121.836519
1000 BLOCK S 12TH ST,"1000 S 12th St, San Jose, CA 95112, USA",37.3266715,-121.8677954
300 BLOCK CIMINO ST,"300 Cimino St, San Jose, CA 95125, USA",37.3023253,-121.8711502
ALUM ROCK AV / N JACKSON AV,"N Jackson Ave & Alum Rock Ave, San Jose, CA 95116, USA",37.3585942,-121.8435772
1300 BLOCK STANWOOD DR,"1300 Stanwood Dr, San Jose, CA 95118, USA",37.24721450000001,-121.8880337
1300 BLOCK GLEN DELL DR,"1300 Glen Dell Dr, San Jose, CA 95125, USA",37.3018849,-121.9062394
1600 BLOCK MERIDIAN AV,"1600 Meridian Ave, San Jose, CA 95125, USA",37.2944318,-121.9134819
1500 BLOCK S BASCOM AV,"1500 S Bascom Ave, Campbell, CA 95008, USA",37.2955812,-121.9306254
700 BLOCK RICHMOND AV,"700 Richmond Ave, San Jose, CA 95128, USA",37.3144368,-121.9223776
00 BLOCK N JACKSON AV,"N Jackson Ave, San Jose, CA, USA",37.369528,-121.8544839
1900 BLOCK EDGEVIEW DR,"1900 Edgeview Dr, San Jose, CA 95122, USA",37.3222244,-121.8203792
1900 BLOCK THE ALAMEDA,"1900 The Alameda, San Jose, CA 95126, USA",37.34124800000001,-121.9228887
2000 BLOCK KAMMERER AV,"2000 Kammerer Ave, San Jose, CA 95116, USA",37.3493124,-121.84528
2300 BLOCK SENTER RD,"2300 Senter Rd, San Jose, CA 95111, USA",37.30943389999999,-121.8484099
300 BLOCK S WILLARD AV,"300 S Willard Ave, San Jose, CA 95126, USA",37.3234072,-121.9171948
700 BLOCK WILLOW ST,"700 Willow St, San Jose, CA 95125, USA",37.3121765,-121.8938675
DELMAS AV / FULLER AV,"Fuller Ave & Delmas Ave, San Jose, CA 95125, USA",37.3178087,-121.893071
MOORPARK AV / THORNTON WY,"Thornton Way & Moorpark Ave, Fruitdale, CA 95128, USA",37.3160929,-121.9387533
S KING RD / STORY RD,"Story Rd & S King Rd, San Jose, CA 95122, USA",37.3398099,-121.8431206
SENTER RD / QUINN AV,"Senter Rd & Quinn Ave, San Jose, CA 95111, USA",37.3093722,-121.8490243
W ALMA AV / PLUM ST,"Plum St & W Alma Ave, San Jose, CA 95110, USA",37.3143365,-121.8769267
800 BLOCK PACIFIC AV,"800 Pacific Ave, San Jose, CA 95126, USA",37.3246099,-121.9061147
MERIDIAN/ PARK,"Meridian Ave, San Jose, CA, USA",37.270992,-121.9059407
00 BLOCK S 22ND ST,"0 S 22nd St, San Jose, CA 95116, USA",37.346101,-121.8696451
NAGLEE AV / N BASCOM AV,"Naglee Ave & N Bascom Ave, San Jose, CA 95128, USA",37.3279153,-121.932016
W SAN CARLOS ST / S BASCOM AV,"S Bascom Ave & W San Carlos St, San Jose, CA 95128, USA",37.3233281,-121.9318754
900 BLOCK THE ALAMEDA,"900 The Alameda, San Jose, CA 95126, USA",37.3316512,-121.9074779
1400 BLOCK W SAN CARLOS ST,"1400 W San Carlos St, San Jose, CA 95126, USA",37.3232725,-121.9145712
BIRD AV / AUZERAIS AV,"Auzerais Ave & Bird Ave., San Jose, CA 95126, USA",37.32335680000001,-121.8991869
E SANTA CLARA ST / N 4TH ST,"E Santa Clara St & N 4th St, San Jose, CA 95112, USA",37.3376819,-121.8874261
E SANTA CLARA ST / N 26TH ST,"E Santa Clara St & N 26th St, San Jose, CA 95116, USA",37.3478884,-121.8658938
2100 BLOCK FOREST AV,"2100 Forest Ave, San Jose, CA 95128, USA",37.3267002,-121.9366006
3000 BLOCK STEVENS CREEK BL,"3000 Stevens Creek Blvd, San Jose, CA 95128, USA",37.3230802,-121.9472448
800 BLOCK THE ALAMEDA,"800 The Alameda, San Jose, CA 95126, USA",37.3314035,-121.9057843
THE ALAMEDA / CLEAVES AV,"The Alameda & Cleaves Ave, San Jose, CA 95126, USA",37.3316512,-121.9074779
1200 BLOCK YOSEMITE AV,"1200 Yosemite Ave, San Jose, CA 95126, USA",37.3286636,-121.9125083
900 BLOCK W SAN CARLOS ST,"900 W San Carlos St, San Jose, CA 95126, USA",37.32304999999999,-121.906383
400 BLOCK E SAN FERNANDO ST,"400 E San Fernando St, San Jose, CA 95112, USA",37.3371629,-121.8814146
E SANTA CLARA ST / S 10TH ST,"E Santa Clara St & S 10th St, San Jose, CA 95112, USA",37.3406964,-121.8810378
00 BLOCK S 4TH ST,"0 S 4th St, San Jose, CA 95112, USA",37.3376819,-121.8874261
W SAN SALVADOR ST / S MARKET ST,"W San Salvador St & S Market St, San Jose, CA 95113, USA",37.3296063,-121.8868712
W SANTA CLARA ST / S 1ST ST,"W Santa Clara St & S First St, San Jose, CA 95113, USA",37.3361554,-121.8906261
300 BLOCK S MARKET ST,"300 S Market St, San Jose, CA 95113, USA",37.3307527,-121.8882086
N 9TH ST / E ST JOHN ST,"N 9th St & E St John St, San Jose, CA 95112, USA",37.34169079999999,-121.8831984
2700 BLOCK SAND POINT DR,"2700 Sand Point Dr, San Jose, CA 95148, USA",37.3247162,-121.8047654
S 2ND ST / E SANTA CLARA ST,"E Santa Clara St & S Second St, San Jose, CA 95113, USA",37.3366859,-121.8895225
00 BLOCK S ALMADEN AV,"S Almaden Ave, San Jose, CA, USA",37.3238868,-121.885903
2000 BLOCK AIRPORT BL,"2000 Airport Blvd, San Jose, CA 95110, USA",37.3683242,-121.9277512
N SAN PEDRO ST / W SANTA CLARA ST,"N San Pedro St & W Santa Clara St, San Jose, CA 95110, USA",37.3350839,-121.892888
400 BLOCK S 4TH ST,"400 S 4th St, San Jose, CA 95112, USA",37.3315323,-121.8828486
600 BLOCK S 2ND ST,"600 S Second St, San Jose, CA 95112, USA",37.3274511,-121.8822099
400 BLOCK S 3RD ST,"400 S Third St, San Jose, CA 95112, USA",37.3310733,-121.8835439
S 1ST ST / E REED ST,"E Reed St & S First St, San Jose, CA 95112, USA",37.3270678,-121.8838104
ALMADEN BL / W SAN FERNANDO ST,"S Almaden Blvd & W San Fernando St, San Jose, CA 95113, USA",37.3322979,-121.8935224
S 2ND ST / E SAN CARLOS ST,"S Second St & E San Carlos St, San Jose, CA 95113, USA",37.3319696,-121.8859976
100 BLOCK RACE ST,"100 Race St, San Jose, CA 95126, USA",37.3288531,-121.9116222
300 BLOCK S 1ST ST,"300 S 1st St, San Jose, CA 95113, USA",37.3313428,-121.8865861
300 BLOCK W SANTA CLARA ST,"300 W Santa Clara St, San Jose, CA 95113, USA",37.3338882,-121.8953082
3000 BLOCK HUFF AV,"3000 Huff Ave, San Jose, CA 95128, USA",37.3133784,-121.9478573
N 12TH ST / E SANTA CLARA ST,"N 12th St & E Santa Clara St, San Jose, CA 95112, USA",37.341638,-121.8790308
S 3RD ST / E SANTA CLARA ST,"E Santa Clara St & N 3rd St, San Jose, CA 95113, USA",37.3371729,-121.8885004
MELBOURNE BL / MCLAUGHLIN AV,"Melbourne Blvd & McLaughlin Ave, San Jose, CA 95116, USA",37.3381279,-121.8589905
S 6TH ST / E SANTA CLARA ST,"E Santa Clara St & S Sixth St, San Jose, CA 95112, USA",37.3387078,-121.8852616
MONTEREY RD / CURTNER AV,"Curtner Ave & Monterey Rd, San Jose, CA 95111, USA",37.3036263,-121.8610665
100 BLOCK N 1ST ST,"100 N First St, San Jose, CA 95113, USA",37.3377253,-121.8917003
2400 BLOCK BRAHMS AV,"2400 Brahms Ave, San Jose, CA 95122, USA",37.3229474,-121.8208073
300 BLOCK FLOYD ST,"300 Floyd St, San Jose, CA 95110, USA",37.3135231,-121.8809311
4200 BLOCK PEARL AV,"4200 Pearl Ave, San Jose, CA 95136, USA",37.2679945,-121.8670858
ARTHUR AV / BELTRAMI DR,"Beltrami Dr & Arthur Ave, San Jose, CA 95127, USA",37.35928639999999,-121.8126136
BONITA AV / ALTHOFF WY,"Bonita Ave & Althoff Wy, San Jose, CA 95116, USA",37.3408921,-121.8555042
HURAN RD/TULLY RD,"Tully Rd & Huran Dr, San Jose, CA 95122, USA",37.3238765,-121.8238311
KING RD / MCKEE RD,,,
YERBA BUENA RD / DOVE HILL RD,"Yerba Buena Rd & Dove Hl Rd, San Jose, CA 95121, USA",37.2956189,-121.8084084
3900 BLOCK EZIE ST,"3900 Ezie St, San Jose, CA 95111, USA",37.28100730000001,-121.8315223
GALVESTON AV / TULLY RD,"Tully Rd & Galveston Ave, San Jose, CA 95122, USA",37.3115067,-121.8423563
S 1ST ST / MARGARET ST,"Margaret St & S First St, San Jose, CA 95110, USA",37.3256006,-121.8827109
S 3RD ST / KEYES ST,,,
GALVESTON AV / WARFIELD WY,"Warfield Way & Galveston Ave, San Jose, CA 95122, USA",37.3120613,-121.8428028
MONTEREY RD / PHELAN AV,"Phelan Ave & Monterey Rd, San Jose, CA 95112, USA",37.3113817,-121.8688248
CURTNER AV / MONTEREY RD,"Curtner Ave & Monterey Rd, San Jose, CA 95111, USA",37.3036263,-121.8610665
ALVIN AV / TIERRA BUENA DR,"Alvin Ave & Tierra Buena Dr, San Jose, CA 95121, USA",37.3151227,-121.8236742
500 BLOCK COYOTE RD,"500 Coyote Rd, San Jose, CA 95111, USA",37.2794504,-121.8198711
PHELAN AV / SENTER RD,"Phelan Ave & Senter Rd, San Jose, CA 95112, USA",37.3183162,-121.8585444
2100 BLOCK THE ALAMEDA,"2100 The Alameda, San Jose, CA 95126, USA",37.3434166,-121.9284391
MONTEREY RD / CAPITOL TO MONTEREY RP,,,
MONTEREY RD / STAUFFER BL,"Stauffer Blvd & Monterey Rd, San Jose, CA 95112, USA",37.3084368,-121.8658788
100 BLOCK UMBARGER RD,"100 Umbarger Rd, San Jose, CA 95111, USA",37.295919,-121.8502788
TULLY RD / HURAN DR,"Tully Rd & Huran Dr, San Jose, CA 95122, USA",37.3238765,-121.8238311
2200 BLOCK TULLY RD,"2200 Tully Rd, San Jose, CA 95122, USA",37.3275727,-121.8181184
RIGOLETTO DR / PUCCINI AV,"Puccini Ave & Rigoletto Dr, San Jose, CA 95122, USA",37.320435,-121.8195061
TULLY RD / QUIMBY RD,"Tully Rd & Quimby Rd, San Jose, CA 95122, USA",37.32605059999999,-121.8203695
N KING RD / DOBBIN DR,"N King Rd & Dobbin Dr, San Jose, CA 95133, USA",37.3646485,-121.8673241
WILLIAMSBURG DR / EDEN AV,"Eden Ave & Williamsburg Dr, San Jose, CA 95117, USA",37.2977698,-121.9544458
1400 BLOCK GOLDEN MEADOW SQ,"1400 Golden Meadow Square, San Jose, CA 95117, USA",37.2981042,-121.9613418
PAYNE AV / S WINCHESTER BL,"Payne Ave & S Winchester Blvd, San Jose, CA 95128, USA",37.3015517,-121.949868
PAYNE AV / MARIA WY,"Payne Ave & Maria Way, San Jose, CA 95117, USA",37.301533,-121.9585952
SOUTHSIDE DR / MONTEREY RD,"Southside Dr & Monterey Rd, San Jose, CA 95111, USA",37.2875926,-121.845086
S WINCHESTER BL / PAYNE AV,"Payne Ave & S Winchester Blvd, San Jose, CA 95128, USA",37.3015517,-121.949868
SARATOGA AV / STEVENS CREEK BL,"Saratoga Ave & Stevens Creek Blvd, San Jose, CA 95051, USA",37.3231291,-121.9700403
SARATOGA AV / PROSPECT RD,"Saratoga Ave & Prospect Rd, San Jose, CA 95129, USA",37.2916535,-121.9922803
1400 BLOCK S WINCHESTER BL,"1400 S Winchester Blvd, San Jose, CA 95128, USA",37.2981631,-121.9496088
3000 BLOCK STORY RD,"3000 Story Rd, San Jose, CA 95127, USA",37.354582,-121.820854
NORTHLAKE DR / STEVENS CREEK BL,"Northlake Dr & Stevens Creek Blvd, Santa Clara, CA 95051, USA",37.3232829,-121.9681112
1300 BLOCK LEXINGTON DR,"1300 Lexington Dr, San Jose, CA 95117, USA",37.3015121,-121.9555737
W ST JOHN ST / TERRAINE ST,"Terraine St & W St John St, San Jose, CA 95110, USA",37.3365023,-121.8953544
LOTUS ST / APPIAN LN,"Appian Ln & Lotus St, San Jose, CA 95116, USA",37.3392705,-121.8587311
S 28TH ST / E SAN ANTONIO ST,,,
00 BLOCK E SANTA CLARA ST,"E Santa Clara St, San Jose, CA, USA",37.3434288,-121.8753159
00 BLOCK N ALMADEN AV,"N Almaden Ave, San Jose, CA, USA",37.3356628,-121.8945888
800 BLOCK S 2ND ST,"800 S Second St, San Jose, CA 95112, USA",37.3245679,-121.880517
S 28TH ST / SHORTRIDGE AV,,,
WILLIAM CT / MCLAUGHLIN AV,"E William Ct & McLaughlin Ave, San Jose, CA 95116, USA",37.3414123,-121.8622732
100 BLOCK W SANTA CLARA ST,"100 W Santa Clara St, San Jose, CA 95113, USA",37.335195,-121.8921329
N 5TH ST / E SANTA CLARA ST,"E Santa Clara St & N 5th St, San Jose, CA 95112, USA",37.3382088,-121.8863279
SPIRO DR / MCLAUGHLIN AV,"McLaughlin Ave & Spiro Dr, San Jose, CA 95116, USA",37.3398222,-121.8606738
E WILLIAM ST / S 8TH ST,"E William St & S 8th St, San Jose, CA 95112, USA",37.3321072,-121.8775072
OAK DR / BIRCH WY,,,
VISTAPARK DR / W CAPITOL EX,"W Capitol Expy & Vistapark Dr, San Jose, CA 95136, USA",37.2745185,-121.8499234
5400 BLOCK COLONY FIELD DR,"5400 Colony Field Dr, San Jose, CA 95123, USA",37.2574281,-121.8431065
00 BLOCK MADRONE AVE,"Madrona Ave, San Jose, CA 95125, USA",37.2887971,-121.8953222
BERNAL RD / SAN IGNACIO AV,"San Ignacio Ave & Bernal Rd, San Jose, CA 95119, USA",37.2326407,-121.7721442
BLOSSOM HILL RD / SNELL AV,"Blossom Hill Rd & Snell Ave, San Jose, CA 95123, USA",37.2513853,-121.8307584
6700 BLOCK CIELITO WY,"6700 Cielito Way, San Jose, CA 95119, USA",37.2303266,-121.7854335
