ARREST LOCATION,Formatted,lat,lon
3600 BLOCK SAN FELIPE RD,"3600 San Felipe Rd, San Jose, CA 95135, USA",37.3101983,-121.7850539
2300 BLOCK AMADOR DR,"2300 Amador Dr, San Jose, CA 95122, USA",37.3462584,-121.832164
00 BLOCK E 2ND ST,"0 N 2nd St, San Jose, CA 95113, USA",37.3366868,-121.8895231
"NAPLES, FL",,,
3400 BLOCK CEDARDALE DR,"3400 Cedardale Dr, San Jose, CA 95148, USA",37.3348928,-121.7837888
3000 BLOCK S SACRAMENTO AVE,"3000 Sacramento Ave, San Jose, CA 95111, USA",37.2861991,-121.8193491
3200 BLOCK BIRCHWOOD LN,"3200 Birchwood Ln, San Jose, CA 95132, USA",37.414342,-121.8672239
1000 BLOCK POPLAR ST,"Poplar Dr, San Jose, CA 95122, USA",37.3429835,-121.8277101
1100 BLOCK SWAP ST,"Swaps Dr, San Jose, CA 95111, USA",37.2650843,-121.803423
3400 BLOCK GILA DR,"3400 Gila Dr, San Jose, CA 95148, USA",37.3422132,-121.7928002
3500 BLOCK MADRID DR,"3500 Madrid Dr, San Jose, CA 95132, USA",37.4192283,-121.8633416
ROLETIER RD/FOLSOM,"751 S Bascom Ave, San Jose, CA 95128, USA",37.3119385,-121.9314449
BERRYESSA RD / ADAMS DR,"Berryessa Rd & Adams Dr, San Jose, CA 95132, USA",37.392339,-121.8507198
1300 BLOCK BERINGER CT,"1300 Beringer Ct, San Jose, CA 95125, USA",37.2977094,-121.928281
2800 BLOCK CHELMSFORD,"Chelmsford Dr, San Jose, CA 95014, USA",37.3113213,-121.9973757
2300 BLOCK LINCOLN AV,"2300 Lincoln Ave, San Jose, CA 95125, USA",37.288465,-121.8867526
200 BLOCK LINCOLN AV,"200 Lincoln Ave, San Jose, CA 95126, USA",37.3261514,-121.9088503
300 BLOCK LOCHRIDGE DR,"300 Lochridge Dr, San Jose, CA 95133, USA",37.3595463,-121.8599998
3800 BLOCK SUNCREST AV,"3800 Suncrest Ave, San Jose, CA 95132, USA",37.4025284,-121.8277355
O'TOOLE AV / MONTAGUE EX,"O'Toole Ave & Montague Expy, San Jose, CA 95131, USA",37.3979986,-121.9128889
2200 BLOCK STOKES ST,"2200 Stokes St, San Jose, CA 95126, USA",37.3011401,-121.9269354
MODERN ICE DR / NORTHSIDE PL,"Northside Pl & Modern Ice Dr, San Jose, CA 95112, USA",37.3612546,-121.890335
SB 101 FROM BERNAL RP / 101,,,
N 1ST ST / RIO ROBLES EAST,,,
NB 101 FROM ALUM ROCK RP / 101,"US-101, San Jose, CA, USA",37.2700922,-121.8031412
ALMADEN EX / SB ALMADEN FROM CURTNER RP,,,
900 BLOCK ALMADEN LAKE DR,"900 Almaden Lake Dr, San Jose, CA 95123, USA",37.239515,-121.8651515
DANZE DR / BENDORF DR,"Danze Dr & Bendorf Dr, San Jose, CA 95111, USA",37.260061,-121.8048684
4300 BLOCK BUCKNALL RD,"4300 Bucknall Rd, San Jose, CA 95130, USA",37.2831312,-121.977748
700 BLOCK NIDO DR,"700 Nido Dr, Campbell, CA 95008, USA",37.2775133,-121.9512701
5100 BLOCK HARVEST ESTATES,"5100 Harvest Estates, San Jose, CA 95135, USA",37.2971528,-121.7650306
5200 BLOCK MILL CREEK LN,"5200 Mill Creek Ln, San Jose, CA 95136, USA",37.2606346,-121.8163482
UNKNOWN MOFFET BL,"Moffat St, San Jose, CA, USA",37.4240571,-121.9747865
200 BLOCK LITTLE ORCHARD ST,"Little Orchard St, San Jose, CA, USA",37.3064773,-121.8729326
1900 BLOCK MALDEN AV,"1900 Malden Ave, San Jose, CA 95122, USA",37.3236293,-121.8407853
1000 BLOCK MORRIS CT,"1000 Morris Ct, San Jose, CA 95126, USA",37.3453565,-121.9299812
1100 BLOCK ALBANY ST,"Albany Dr, San Jose, CA, USA",37.3213401,-121.9811212
"WALLA WALLA, WA",,,
2800 BLOCK GLEN DIXON CT,"2800 Glen Dixon Ct, San Jose, CA 95148, USA",37.3318149,-121.8071439
1000 BLOCK FRANQUETTE AV,"1000 Franquette Ave, San Jose, CA 95125, USA",37.2906943,-121.8874809
2200 BLOCK CANYON CLIFF CT,"2200 Canyon Cliff Ct, San Jose, CA 95138, USA",37.2870461,-121.7715263
800 BLOCK HARDING AV,"800 Harding Ave, San Jose, CA 95126, USA",37.33725039999999,-121.9119148
CHEMEKETA DR / ESTONIA CT,"Chemeketa Dr & Estonia Ct, San Jose, CA 95123, USA",37.2477561,-121.8453679
"4100 BLOCK HILLTOP DR, RICHMOND, CA",,,
1100 BLOCK AUTUMNSONG WY,"1100 Autumnsong Way, San Jose, CA 95131, USA",37.3757846,-121.8738376
00 BLOCK E JULIUS ST,"Julius St, San Francisco, CA 94133, USA",37.803684,-122.4078784
3300 BLOCK CAS DR,"3300 Cas Dr, San Jose, CA 95111, USA",37.2848569,-121.8338061
4600 BLOCK APTOS AV,"4600 Aptos Ave, San Jose, CA 95111, USA",37.2740805,-121.8192439
W HAMILTON AV / EDEN AV,"Eden Ave & W Hamilton Ave, Campbell, CA 95117, USA",37.2943471,-121.9544284
18600 BLOCK BUCKNALL RD,"18600 Bucknall Rd, Saratoga, CA 95070, USA",37.2833242,-121.9960249
5400 BLOCK DRYSDALE AV,"5400 Drysdale Dr, San Jose, CA 95124, USA",37.2399534,-121.9075734
00 BLOCK / SANTA TERESA BL,"Santa Teresa Blvd, San Jose, CA, USA",37.2276204,-121.7782579
6000 BLOCK EMLYN CT,"6000 Emlyn Ct, San Jose, CA 95123, USA",37.2378195,-121.8104364
4400 BLOCK HYLAND AV,"4400 Hyland Ave, San Jose, CA 95127, USA",37.3689685,-121.8282256
IRIS BLOSSOM CT / WALNUT BLOSSOM DR,"Walnut Blossom Dr & Iris Blossom Ct, San Jose, CA 95123, USA",37.2528002,-121.8145939
GREAT OAKS PY / LITTLE AV,"Great Oaks, San Jose, CA 95111, USA",37.2715764,-121.8064364
UMBARGER/BAYSMILL,"Baysmill Ct & Umbarger Rd, San Jose, CA 95121, USA",37.3080356,-121.824964
PINE ST/PARKWIDE AV,"Parkside Ave, San Jose, CA 95125, USA",37.3022844,-121.8883796
KINDA RD/MABURY,"Mabury Rd, San Jose, CA, USA",37.3719974,-121.8618466
3600 BLOCK YEW,"San Jose, CA, USA",37.33874,-121.8852525
900 BLOCK WALNUT WOODS CT,,,
TENNYSON LN / LIDO WY,"Tennyson Ln & Lido Way, San Jose, CA 95116, USA",37.3420043,-121.8439348
1100 BLOCK MCKAY DR,"1100 McKay Dr, San Jose, CA 95131, USA",37.38895979999999,-121.8934426
4600 BLOCK HAMPTON FALLS PL,"4600 Hampton Falls Pl, San Jose, CA 95136, USA",37.2634658,-121.8739125
900 BLOCK FARIS DR,"900 Faris Dr, San Jose, CA 95111, USA",37.2855007,-121.8170753
3300 BLOCK BURGUNDY DR,"3300 Burgundy Dr, San Jose, CA 95132, USA",37.3984498,-121.8451939
TULLY RD/LARIGONE,"Tully Rd, San Jose, CA, USA",37.3225137,-121.8255667
MT MCKINLEY DR / MT PALOMAR DR,"Mt Palomar Dr & Mount McKinley Dr, San Jose, CA 95127, USA",37.3487588,-121.8101206
600 BLOCK MCLAUGHLIN AV,"600 McLaughlin Ave, San Jose, CA 95116, USA",37.3399933,-121.8608489
12100 BLOCK STEFFS CT,"12100 Steffs Ct, San Martin, CA 95046, USA",37.07570949999999,-121.5798776
1600 BLOCK MT OLIVEIRA DR,"1600 Mt Oliveira Dr, San Jose, CA 95127, USA",37.3525174,-121.8042428
RUBYVIEW CT/HOLTING,"Ruby View Ct, San Jose, CA 95148, USA",37.3346259,-121.785048
280/ALMADEN,"280 Almaden Blvd, San Jose, CA 95113, USA",37.3305738,-121.8914733
CARRIE LEE WY / ALMADEN RD,"Carrie Lee Way & Almaden Rd, San Jose, CA 95118, USA",37.2701336,-121.8789184
3300 BLOCK AMERICUS DR,"3300 Americus Dr, San Jose, CA 95148, USA",37.32887059999999,-121.7821992
3700 BLOCK ARBUCKLE DR,"3700 Arbuckle Dr, San Jose, CA 95124, USA",37.26058,-121.9213775
1300 BLOCK PARK AV,"1300 Park Ave, San Jose, CA 95126, USA",37.3285459,-121.9171708
3100 BLOCK CHIVAS PL,"3100 Chivas Pl, San Jose, CA 95117, USA",37.3022488,-121.9525381
FERNISH DR / GAMAY CT,"Gamay Ct & Fernish Dr, San Jose, CA 95148, USA",37.3477963,-121.7956473
LEIGH AV / BLOSSOM HILL RD,"Blossom Hill Rd & Leigh Ave, Cambrian, CA 95124, USA",37.2361853,-121.9226318
LEIGH AV / LOS GATOS ALMADEN RD,"Leigh Ave & Los Gatos Almaden Rd, San Jose, CA 95032, USA",37.2434777,-121.922686
2700 BLOCK BRITT WY,"2700 Britt Way, San Jose, CA 95148, USA",37.3276696,-121.8011276
600 BLOCK LINDA FLORA ST,"600 Linda Flora St, San Jose, CA 95127, USA",37.386964,-121.8313816
3800 BLOCK MARLETTE DR,"3800 Marlette Dr, San Jose, CA 95121, USA",37.2944541,-121.8143311
1300 BLOCK VIA DE LOS REYES,"1300 Vía De Los Reyes, San Jose, CA 95120, USA",37.2281015,-121.8854782
3100 BLOCK CYRUS AV,"3100 Cyrus Ave, San Jose, CA 95124, USA",37.2671819,-121.9162295
2800 BLOCK WHITE ACRES DR,"2800 White Acres Dr, San Jose, CA 95148, USA",37.3188296,-121.7919718
YERBA BUENA RD / EDENWOOD DR,"Edenwood Dr & Yerba Buena Rd, San Jose, CA 95121, USA",37.2978897,-121.796593
2000 BLOCK RANDOLPH DR,"2000 Randolph Dr, San Jose, CA 95128, USA",37.31124730000001,-121.9281781
900 BLOCK E PARR BL,"San Jose, CA, USA",37.33874,-121.8852525
COYOTE CREEK/CAPITOL EX,"Coyote Creek, 2983-2989 Lone Bluff Way, San Jose, CA 95111, USA",37.2988698,-121.8299279
OLD BAYSHORE/10TH ST,"Old Bayshore Hwy & N 10th St, San Jose, CA 95112, USA",37.3669878,-121.9003015
SANTEE DR / MCQUESTEN DR,"McQuesten Dr & Santee Dr, San Jose, CA 95122, USA",37.3296801,-121.8470467
100 BLOCK BIDDLEFORD CT,"100 Biddleford Ct, San Jose, CA 95139, USA",37.2279474,-121.7646971
LYNN AV / KNOX AV,"Lynn Ave & Knox Ave, San Jose, CA 95122, USA",37.3374915,-121.8447595
2400 BLOCK SCHUBERT AV,"2400 Schubert Ave, San Jose, CA 95124, USA",37.2777555,-121.9242733
SB HWY 85/COTTLE RD,"85 Cottle Rd, San Jose, CA 95123, USA",37.2535408,-121.8040684
VIRGINIA ST / HY 87,"Virginia, San Jose, CA 95110, USA",37.3194958,-121.8900561
UNKNOWN 1ST ST,"N First St, San Jose, CA, USA",37.3843327,-121.9266481
2100 BLOCK AMSTEL CT,"2100 Amstel Ct, San Jose, CA 95116, USA",37.3607582,-121.8512672
TOMAHAWK DR / CHYNOWETH AV,"Tomahawk Dr & Chynoweth Ave, San Jose, CA 95136, USA",37.2589435,-121.8137997
CARLTON AV / UNION AV,"Carlton Ave & Union Ave, San Jose, CA 95124, USA",37.2482981,-121.9313153
1100 BLOCK CHERRY AV,"1100 Cherry Ave, San Jose, CA 95125, USA",37.3058381,-121.90613
PARK SHARON DR / PARK PAXTON PL,"Park Sharon Dr & Park Paxton Pl, San Jose, CA 95136, USA",37.2679705,-121.8251073
6400 BLOCK BEAL CT,"6400 Beal Ct, San Jose, CA 95123, USA",37.2278883,-121.8087695
1100 BLOCK BEACONSFIELD RD,"1100 Beaconsfield Rd, San Jose, CA 95121, USA",37.2930697,-121.8156972
KLIPSPRINGER DR / TUPOLO DR,"Tupolo Dr & Klipspringer Dr, San Jose, CA 95124, USA",37.2536752,-121.9063051
CAS DR / GREMLIN CT,"Gremlin Ct & Cas Dr, San Jose, CA 95111, USA",37.2887228,-121.8339226
2300 BLOCK SAMARITAN DR,"2300 Samaritan Dr, San Jose, CA 95124, USA",37.2506285,-121.9416502
YERBA BUENA/GARDENBROOK,"Yerba Buena, San Jose, CA 95122, USA",37.3214388,-121.8470096
SAN ANTONIO/SB 101,,,
5500 BLOCK DON PIZARRO CT,"5500 Don Pizarro Ct, San Jose, CA 95123, USA",37.25366710000001,-121.8381104
5200 BLOCK STEVENS CREEK BL,"5200 Stevens Creek Blvd, San Jose, CA 95129, USA",37.3229599,-121.995341
SANTA TERESA BL / GERONIMO DR,"Geronimo Dr & Santa Teresa Blvd, San Jose, CA 95123, USA",37.23676409999999,-121.8363978
700 BLOCK BALFOUR DR,"700 Balfour Dr, San Jose, CA 95111, USA",37.3014631,-121.8381243
E. JULIAN ST/ 5TH ST.,"E Julian St & N 5th St, San Jose, CA 95112, USA",37.3425744,-121.8895764
CORTE DE LA REINA / REDMOND AV,"Redmond Ave & Corte De La Reina, San Jose, CA 95120, USA",37.2282376,-121.8864349
1800 BLOCK FLINT CREEK CT,"1800 Flint Creek Ct, San Jose, CA 95148, USA",37.3520738,-121.791917
00 BLOCK RIO ROBLES EAST,"Rio Robles E, San Jose, CA 95134, USA",37.4071312,-121.9399549
3800 BLOCK HONOLULU DR,"3800 Honolulu Dr, San Jose, CA 95111, USA",37.2871549,-121.8230467
N KING RD/SCHULTE DR,"N King Rd & Schulte Dr, San Jose, CA 95133, USA",37.360676,-121.8633698
CATHERINE ST / HOPE ST,"Catherine St & Hope St, San Jose, CA 95002, USA",37.4272053,-121.9787083
1300 BLOCK EL PASEO DE SARAGOTA,"1300 El Paseo de Saratoga, San Jose, CA 95130, USA",37.2899672,-121.991772
6100 BLOCK COTTLE RD,"6100 Cottle Rd, San Jose, CA 95123, USA",37.2371766,-121.8032082
5300 BLOCK LENORA AV,"5300 Lenora Ave, San Jose, CA 95124, USA",37.2423054,-121.9130555
GLEN FIRTH DR / MACKLIN CT,"Macklin Ct & Glen Firth Dr, San Jose, CA 95133, USA",37.3829999,-121.8476695
BERMUDA WY / SEAVIEW DR,"Bermuda Way & Seaview Dr, San Jose, CA 95122, USA",37.333299,-121.8342931
300 BLOCK CONESTOGA WY,"300 Conestoga Way, San Jose, CA 95123, USA",37.23875,-121.8169287
BOLTON CT / MOORPARK AV,"Bolton Ct & Moorpark Ave, San Jose, CA 95129, USA",37.3159212,-121.979888
100 BLOCK FLINTWELL CT,"100 Flintwell Ct, San Jose, CA 95138, USA",37.250089,-121.7870393
BOLLINGER RD / S BLANEY AV,"S Blaney Ave & Bollinger Rd, Cupertino, CA 95129, USA",37.3098636,-122.0232041
SAN TOMAS AQUINO RD / PAYNE AV,"Payne Ave & San Tomas Aquino Rd, San Jose, CA 95117, USA",37.3009163,-121.976733
RAFTON DR / MIRASSOU DR,"Mirassou Dr & Rafton Dr, San Jose, CA 95124, USA",37.2422935,-121.9090328
1100 BLOCK ILLIAD CT,"1100 Illiad Ct, San Jose, CA 95118, USA",37.257696,-121.8787997
1000 BLOCK CLOVERBROOK DR,"1000 Cloverbrook Dr, San Jose, CA 95120, USA",37.22531439999999,-121.8636826
TRADEWINDS DR / BORNEO CL,"Borneo Cir & Tradewinds Dr, San Jose, CA 95123, USA",37.2549604,-121.8286539
GULUZZO DR / FERNISH DR,"Fernish Dr & Guluzzo Dr, San Jose, CA 95148, USA",37.3472745,-121.7946238
1900 BLOCK ELDEN DR,"1900 Elden Dr, San Jose, CA 95124, USA",37.2753594,-121.930242
5000 BLOCK RUE CALAIS,"5000 Rue Calais, San Jose, CA 95136, USA",37.2626874,-121.8283803
3500 BLOCK SPRINGBROOK AV,"3500 Springbrook Ave, San Jose, CA 95148, USA",37.3288497,-121.7770357
4100 BLOCK ROSE AV,"4100 Rose Ave, San Jose, CA 95127, USA",37.3653262,-121.8248347
GLEN FOX CT / GLEN COMO WY,"Glen Como Way & Glen Fox Ct, San Jose, CA 95148, USA",37.3331766,-121.8011429
E SAN ANTONIO ST / S 11TH ST,"E San Antonio St & S 11th St, San Jose, CA 95112, USA",37.3379205,-121.877587
LOCKE DR / SINGLETON RD,"Locke Dr & Singleton Rd, San Jose, CA 95111, USA",37.294145,-121.8253173
2800 BLOCK BUENA CREST CT,"2800 Buena Crest Ct, San Jose, CA 95121, USA",37.2990375,-121.7739574
RACE ST / W SAN FERNANDO ST,"Race St & W San Fernando St, San Jose, CA 95126, USA",37.3286926,-121.9117859
3200 BLOCK RAMA DR,"3200 Rama Dr, San Jose, CA 95124, USA",37.266669,-121.9144019
E SANTA CLARA ST / S 26TH ST,"E Santa Clara St & S 26th St, San Jose, CA 95116, USA",37.3478884,-121.8658938
BOLLINGER RD / ESTATES DR,"Estates Dr & Bollinger Rd, Cupertino, CA 95014, USA",37.3095448,-122.0211579
500 BLOCK SANTA ANA AV,"500 Santa Ana Ave, San Jose, CA 95112, USA",37.35984699999999,-121.8937445
UMBARGER RD / INGALLS CT,"Ingalls Ct & Umbarger Rd, San Jose, CA 95111, USA",37.3008001,-121.8435329
1100 BLOCK CANTARA CT,"1100 Cantara Ct, San Jose, CA 95127, USA",37.3604001,-121.8123765
N 33RD ST / PERRY CT,"Perry Ct & N 33rd St, San Jose, CA 95116, USA",37.3521194,-121.8600094
1200 BLOCK MAYBERRY LN,"1200 Mayberry Ln, San Jose, CA 95131, USA",37.3723929,-121.8824767
4100 BLOCK LEMOYNE,"4100 Lemoyne Way, Campbell, CA 95008, USA",37.2801557,-121.9746301
COLEMAN AV/N AUTUMN ST,"Autumn Pkwy & Coleman Ave, San Jose, CA 95110, USA",37.34087950000001,-121.9035644
300 BLOCK EL PASEO DE SARATOGA,"300 El Paseo de Saratoga, San Jose, CA 95130, USA",37.2886387,-121.9925413
300 BLOCK TERRAINE ST,"300 Terraine St, San Jose, CA 95110, USA",37.3391613,-121.8969143
QUIMBY / RIGDUEITO,"Quimby, San Jose, CA 95148, USA",37.3314378,-121.7793794
3100 BLOCK MT VISTA DR,"3100 Mt Vista Dr, San Jose, CA 95127, USA",37.3508405,-121.814295
2700 BLOCK EULALIE DR,"2700 Eulalie Dr, San Jose, CA 95121, USA",37.3103082,-121.8302259
800 BLOCK TERESI CT,"800 Teresi Ct, San Jose, CA 95117, USA",37.3131086,-121.9533102
500 BLOCK HAZEL DELL WY,"500 Hazel Dell Way, San Jose, CA 95129, USA",37.3176968,-121.9814449
TRIMBLE RD / TRIMBLE CT,"Trimble Ct & Trimble Rd, San Jose, CA 95132, USA",37.4094661,-121.8810141
1000 BLOCK CAMINO PABLO,"1000 Camino Pablo, San Jose, CA 95125, USA",37.308221,-121.9092219
MOSS POINT DR / PARK LN,"Moss Point Dr & Park Ln, San Jose, CA 95127, USA",37.34629690000001,-121.8156119
900 BLOCK N WHITE RD,"900 N White Rd, San Jose, CA 95127, USA",37.3897792,-121.8416439
BROWN ST / DELMAS AV,"Delmas Ave & Brown St, San Jose, CA 95125, USA",37.3215387,-121.8928515
1300 BLOCK DAPHNE DR,"1300 Daphne Dr, San Jose, CA 95129, USA",37.299663,-122.0213315
4300 BLOCK KINGSPARK DR,"4300 Kingspark Dr, San Jose, CA 95136, USA",37.2708571,-121.8399996
S MONTGOMERY ST / LORRAINE AV,"Lorraine Ave & Montgomery St., San Jose, CA 95126, USA",37.3255337,-121.9006748
BURTON AV / N 2ND ST,"N 2nd St & Burton Ave, San Jose, CA 95112, USA",37.3576509,-121.9051954
RAINBOW DR / MILLER AV,"Rainbow Dr & Miller Ave, San Jose, CA 95129, USA",37.3012185,-122.015022
MONTEREY RD / SOUTHLAKE DR,"Southlake Dr & Monterey Rd, San Jose, CA 95138, USA",37.2440875,-121.7829591
400 BLOCK E SANTA CLARA,"400 E Santa Clara St, San Jose, CA 95112, USA",37.3401016,-121.8817653
00 BLOCK EASTGATE AV,"Eastgate Ave, San Jose, CA 95116, USA",37.3540624,-121.8540734
WELCH PARK/HURAN,"Welch Park, San Jose, CA 95122, USA",37.3260448,-121.8245894
DARBY CT / SANBORN AV,,,
500 BLOCK N WINCHESTER BL,"500 N Winchester Blvd, San Jose, CA 95128, USA",37.329293,-121.9496475
EDISON DR/ROUGH AND READY RD,"Rough and Ready Rd & Edison Dr, San Jose, CA 95127, USA",37.3725001,-121.8418433
MORRILL AV / SIERRAVILLE AV,"Morrill Ave & Sierraville Ave, San Jose, CA 95132, USA",37.3983159,-121.8623985
UNKNOWN SAN ANTONIO TEXAS,,,
2700 BLOCK CAMINO DEL REY,"2700 Camino Del Rey, San Jose, CA 95132, USA",37.3946792,-121.8686381
100 BLOCK CHELTENHAM WY,"100 Cheltenham Way, San Jose, CA 95139, USA",37.2282513,-121.7614339
ALMADEN PLAZA WY / ALMADEN EX,,,
BONITA AV/HEROLD AV,"Bonita Ave & Herald Ave, San Jose, CA 95116, USA",37.3398695,-121.8544548
HY 101/BONITA,"101 Bonita Ave, San Jose, CA 95116, USA",37.3458297,-121.8605703
4300 BLOCK PAYNE AV,"4300 Payne Ave, San Jose, CA 95117, USA",37.3008292,-121.9795293
SANTA ANA AV / N 11TH ST,"Santa Ana Ave & N 11th St, San Jose, CA 95112, USA",37.35984699999999,-121.8937445
ARDMORE WY / KOOSER RD,"Ardmore Way & Kooser Rd, San Jose, CA 95118, USA",37.24182649999999,-121.900109
2900 BLOCK LEIGH AV,"2900 Leigh Ave, San Jose, CA 95124, USA",37.2685385,-121.9216632
600 BLOCK HERMITAGE WY,"600 Hermitage Way, San Jose, CA 95134, USA",37.415875,-121.9437218
PINON PL / SKYWAY DR,"Skyway Dr & Pinon Pl, San Jose, CA 95136, USA",37.2706383,-121.8310988
BROKAW/FIRST,"Brokaw & 1st, San Jose, CA 95112, USA",37.373638,-121.917554
300 BLOCK S 7TH ST,"300 S 7th St, San Jose, CA 95112, USA",37.3344759,-121.8803328
MERIDIAN AV / FABIAN DR,"Fabian Dr & Meridian Ave, San Jose, CA 95124, USA",37.275295,-121.9088739
1400 BLOCK SUNSHADE LN,"1400 Sunshade Ln, San Jose, CA 95122, USA",37.3331666,-121.8477914
500 BLOCK GIRAUDO DR,"500 Giraudo Dr, San Jose, CA 95111, USA",37.2737353,-121.8123183
1600 BLOCK GLENFIELD DR,"1600 Glenfield Dr, San Jose, CA 95125, USA",37.2777117,-121.9003837
1900 BLOCK DAVIS ST,"1900 Davis St, San Jose, CA 95126, USA",37.3348747,-121.9349242
BOURGEOIS WY / RODEO PL,"Bourgeois Way & Rodeo Pl, San Jose, CA 95111, USA",37.2919849,-121.8357738
FLINT AV / NORWOOD AV,"Norwood Ave & Flint Ave, San Jose, CA 95148, USA",37.330418,-121.7893702
1300 BLOCK ALDER LAKE CT,"1300 Alder Lake Ct, San Jose, CA 95131, USA",37.3852895,-121.8918088
3200 BLOCK CORTESE CL,"3200 Cortese Cir, San Jose, CA 95127, USA",37.3838856,-121.8282756
400 BLOCK SANAS DR,"San Jose, CA, USA",37.33874,-121.8852525
6600 BLOCK GRAVINA LP,"6600 Gravina Loop, San Jose, CA 95138, USA",37.2521915,-121.7676512
300 BLOCK LASSENPARK CL,"300 Lassenpark Cir, San Jose, CA 95136, USA",37.2671999,-121.8411046
3700 BLOCK PAYNE AV,"3700 Payne Ave, San Jose, CA 95117, USA",37.3010974,-121.9670358
5000 BLOCK GAZANIA DR,"5000 Gazania Dr, San Jose, CA 95111, USA",37.2637009,-121.8145629
5600 BLOCK SEIFERT AV,"5600 Seifert Ave, San Jose, CA 95118, USA",37.2462929,-121.8861302
SPENCER AV / ATLANTA AV,"Spencer Ave & Atlanta Ave, San Jose, CA 95125, USA",37.3159807,-121.8920451
1600 BLOCK CRAGWOOD LN,"1600 Cragwood Ln, San Jose, CA 95127, USA",37.344023,-121.8208624
SKYPORT DR / NB 87 FROM SKYPORT RP,"Skyport Dr, San Jose, CA, USA",37.3649365,-121.9176175
DANA AV / HANCHETT AV,"Hanchett Ave & Dana Ave, San Jose, CA 95126, USA",37.3262481,-121.9204584
VERA LN / CROCKER DR,"Crocker Dr & Vera Ln, San Jose, CA 95111, USA",37.2629451,-121.8108915
HWY 280/MARGARET ST,"280 Margaret St, San Jose, CA 95112, USA",37.32862799999999,-121.8763391
S 7TH ST / NB 280 TO 7TH RP,"San Jose, CA, USA",37.33874,-121.8852525
ST JOHN ST/FIRST ST,"E St John St & N First St, San Jose, CA 95113, USA",37.3376507,-121.8917251
CLEAVES AV / THE ALAMEDA,"The Alameda & Cleaves Ave, San Jose, CA 95126, USA",37.3316512,-121.9074779
NB 280 TO NB 87 RP / NB 280 TO SB 87 RP,,,
100 BLOCK EL BOSQUE ST,"100 El Bosque St, San Jose, CA 95134, USA",37.4145453,-121.9413089
UNKNOWN 13TH ST,"N 13th St, San Jose, CA 95112, USA",37.3545329,-121.887424
6200 BLOCK KELEZ CT,"6200 Kelez Ct, San Jose, CA 95120, USA",37.2291085,-121.8713593
LUCIAN AV / FENTON ST,"Fenton St & Lucian Ave, San Jose, CA 95127, USA",37.381594,-121.8306743
6100 BLOCK DUNN AV,"6100 Dunn Ave, San Jose, CA 95123, USA",37.237509,-121.8221054
100 BLOCK PARK CENTER PLAZA,"Pk Ctr Plz, San Jose, CA 95113, USA",37.3320078,-121.8916415
2600 BLOCK REMINGTON,,,
FAIR OAKS AV/BERNARDO AV,,,
CHELTENHAM WY / PITTSFIELD WY,"Cheltenham Way & Pittsfield Way, San Jose, CA 95139, USA",37.2274712,-121.762199
4100 BLOCK HASTINGS AV,"4100 Hastings Ave, San Jose, CA 95118, USA",37.2617951,-121.8980454
2700 BLOCK BURLINGAME WY,"2700 Burlingame Way, San Jose, CA 95121, USA",37.3108164,-121.7935534
GUADALUPE/SAN CARLOS,"San Carlos, San Jose, CA, USA",37.3237135,-121.9075591
TAYLOR ST/NB HWY 87,,,
1600 BLOCK LINCOLN AV,"1600 Lincoln Ave, San Jose, CA 95125, USA",37.3005203,-121.8941536
DENNIS CT/STORY RD,,,
4700 BLOCK ATHERTON AV,"4700 Atherton Ave, San Jose, CA 95130, USA",37.2924457,-121.9846523
280 / NB 280 FROM 4TH RP,"San Jose, CA, USA",37.33874,-121.8852525
LOS SUENOS AV / S KING RD,"Los Suenos Ave & S King Rd, San Jose, CA 95116, USA",37.3463141,-121.8493133
300 BLOCK VINEYARD DR,"300 Vineyard Dr, San Jose, CA 95119, USA",37.2249331,-121.7867871
00 BLOCK E WILLIAM ST,"E William St, San Jose, CA, USA",37.3389343,-121.8659154
ARCHER ST / N 4TH ST,"Archer St & N 4th St, San Jose, CA 95112, USA",37.366737,-121.9090645
00 BLOCK E MISSION ST,"E Mission St, San Jose, CA 95112, USA",37.3562529,-121.8912252
1400 BLOCK CRAGWOOD,"1400 Cragwood Ln, San Jose, CA 95127, USA",37.3446606,-121.8212701
2100 BLOCK BRISTOLWOOD LN,"2100 Bristolwood Ln, San Jose, CA 95132, USA",37.4157954,-121.8667095
300 BLOCK N 33RD ST,"300 N 33rd St, San Jose, CA 95133, USA",37.3560346,-121.8638467
2900 BLOCK RENICK CT,"2900 Renick Ct, San Jose, CA 95148, USA",37.3158405,-121.7960797
SUN RIDGE LN / BRIAR RIDGE DR,"Briar Ridge Dr & Sun Ridge Ln, San Jose, CA 95123, USA",37.247803,-121.8563159
1600 BLOCK DIXON LANDING RD,"1600 Dixon Landing Rd, Milpitas, CA 95035, USA",37.4543314,-121.9214882
SAN FELIPE RD / LARKSPUR CANYON DR,"Larkspur Canyon Dr & San Felipe Rd, San Jose, CA 95138, USA",37.2887224,-121.7653473
BLUE MOUNTAIN DR / HARVEST DR,"Blue Mountain Dr & Harvest Dr, San Jose, CA 95127, USA",37.3539488,-121.8014493
HARVEST DR / CLAYTON RD,"Clayton Rd & Harvest Dr, San Jose, CA 95127, USA",37.3555321,-121.8015774
KARL ST / EVELYN AV,"Evelyn Ave & Karl St, San Jose, CA 95122, USA",37.3373174,-121.8269064
1200 BLOCK PREVOST ST,"1200 Prevost St, San Jose, CA 95125, USA",37.3126318,-121.8889494
